,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,brand,model
5789,Kochi,2019,7858,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
5790,Pune,2011,112000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova
5791,Coimbatore,2016,41082,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,Mercedes-Benz,E-Class
5792,Ahmedabad,2009,72000,Petrol,Automatic,First,16.8,1497.0,116.4,5.0,Honda,City
5793,Hyderabad,2011,84912,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
5794,Pune,2015,70000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
5795,Mumbai,2014,21000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,Honda,Amaze
5796,Delhi,2016,27000,Petrol,Manual,First,18.78,999.0,74.0,5.0,Volkswagen,Polo
5797,Kolkata,2012,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
5798,Hyderabad,2014,48425,Diesel,Manual,First,23.08,1461.0,63.12,5.0,Renault,Pulse
5799,Pune,2016,19000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,Volkswagen,Vento
5800,Hyderabad,2012,210000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,Toyota,Innova
5801,Delhi,2013,64000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,Toyota,Corolla
5802,Chennai,2006,200000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,Hyundai,Verna
5803,Chennai,2013,100000,Diesel,Automatic,Second,11.3,2987.0,254.8,7.0,Mercedes-Benz,GL-Class
5804,Kochi,2013,69140,Diesel,Manual,First,20.46,1461.0,83.8,5.0,Renault,Duster
5805,Coimbatore,2019,21214,Petrol,Manual,First,15.41,1598.0,103.52,5.0,Skoda,Rapid
5806,Kolkata,2015,28000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
5807,Kochi,2017,29085,Petrol,Manual,First,18.15,1198.0,82.0,6.0,Mahindra,KUV
5808,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
5809,Mumbai,2012,32910,Petrol,Automatic,First,16.98,998.0,66.1,5.0,Maruti,A-Star
5810,Kolkata,2015,30000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,Honda,City
5811,Pune,2010,35102,Petrol,Automatic,First,12.6,1798.0,161.6,5.0,Skoda,Superb
5812,Coimbatore,2017,22831,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
5813,Hyderabad,2013,74911,Diesel,Manual,First,20.45,1461.0,83.8,5.0,Renault,Duster
5814,Pune,2015,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
5815,Kochi,2018,37160,Diesel,Manual,First,22.77,1498.0,98.59,5.0,Ford,EcoSport
5816,Jaipur,2011,41000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,Nissan,Sunny
5817,Chennai,2016,37294,Diesel,Manual,First,25.83,1498.0,99.0,5.0,Ford,Figo
5818,Coimbatore,2009,56927,Petrol,Manual,First,13.5,1799.0,130.0,5.0,Honda,Civic
5819,Kochi,2017,21954,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
5820,Kolkata,2014,50000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,Honda,Brio
5821,Coimbatore,2012,78212,Petrol,Manual,First,16.1,1298.0,88.2,5.0,Maruti,Swift
5822,Delhi,2013,64500,Diesel,Manual,First,21.9,1396.0,88.8,5.0,Hyundai,i20
5823,Delhi,2014,51000,Diesel,Automatic,First,17.2,1968.0,138.03,5.0,Skoda,Superb
5824,Delhi,2012,52000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
5825,Mumbai,2015,120000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,Volkswagen,Vento
5826,Coimbatore,2017,65792,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City
5827,Ahmedabad,2018,30000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20
5828,Coimbatore,2017,54387,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,Nissan,Micra
5829,Mumbai,2018,1617,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
5830,Hyderabad,2015,82000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,Honda,City
5831,Mumbai,2017,20000,Diesel,Manual,First,13.68,2393.0,147.8,8.0,Toyota,Innova
5832,Jaipur,2015,98000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,Maruti,Baleno
5833,Delhi,2015,57000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,Ford,EcoSport
5834,Jaipur,2013,250000,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,Toyota,Innova
5835,Hyderabad,2014,56549,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
5836,Bangalore,2012,78500,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
5837,Kochi,2016,55036,Diesel,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20
5838,Pune,2016,55000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,Renault,Duster
5839,Chennai,2007,90000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,Ford,Ikon
5840,Chennai,2007,155000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,Ford,Endeavour
5841,Hyderabad,2018,17810,Diesel,Manual,First,27.39,1248.0,74.0,5.0,Maruti,Baleno
5842,Kochi,2011,42408,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,Mercedes-Benz,New
5843,Ahmedabad,2005,81000,Petrol,Manual,Second,15.9,1298.0,85.0,5.0,Maruti,Esteem
5844,Pune,2008,52000,Petrol,Manual,Second,12.85,1396.0,99.6,5.0,Tata,Indigo
5845,Mumbai,2013,35000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,BMW,5
5846,Delhi,2013,60000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,Hyundai,Santro
5847,Mumbai,2015,27000,Diesel,Automatic,First,19.5,1968.0,141.0,5.0,Skoda,Octavia
5848,Coimbatore,2017,55975,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,Audi,A6
5849,Pune,2016,115000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,Ford,Figo
5850,Hyderabad,2016,132000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,Mahindra,Xylo
5851,Mumbai,2015,40337,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
5852,Chennai,2008,192000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
5853,Bangalore,2016,50000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
5854,Kochi,2016,28147,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
5855,Mumbai,2015,20000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
5856,Chennai,2016,11000,Petrol,Manual,First,18.6,1197.0,81.86,5.0,Hyundai,Elite
5857,Jaipur,2009,63000,Petrol,Manual,Second,18.2,998.0,67.1,5.0,Maruti,Zen
5858,Kochi,2014,36967,Petrol,Manual,First,20.92,998.0,67.1,5.0,Maruti,Alto
5859,Jaipur,2016,73053,Diesel,Manual,First,13.0,2982.0,168.5,7.0,Toyota,Fortuner
5860,Coimbatore,2019,16392,Diesel,Manual,First,16.55,2498.0,105.0,6.0,Mahindra,Thar
5861,Chennai,2007,79000,Petrol,Manual,First,17.0,1086.0,88.73,5.0,Hyundai,Santro
5862,Jaipur,2013,67000,Petrol,Manual,Second,16.78,1496.0,88.73,5.0,Toyota,Etios
5863,Mumbai,2015,48600,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,Mercedes-Benz,GL-Class
5864,Bangalore,2014,70000,Diesel,Manual,First,19.6,1461.0,108.45,5.0,Renault,Duster
5865,Pune,2014,84000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
5866,Mumbai,2013,49106,Petrol,Manual,First,15.04,1598.0,103.2,5.0,Volkswagen,Vento
5867,Mumbai,2017,35000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,Skoda,Superb
5868,Kochi,2014,51240,Diesel,Automatic,First,8.2,2993.0,245.0,4.0,BMW,3
5869,Kolkata,2011,37000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon
5870,Kochi,2017,32587,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
5871,Pune,2009,180000,Diesel,Manual,First,10.9,2499.0,143.0,7.0,Ford,Endeavour
5872,Kochi,2017,21248,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
5873,Pune,2006,47200,Petrol,Manual,Second,17.0,1086.0,157.7,5.0,Hyundai,Santro
5874,Delhi,2014,40000,Petrol,Automatic,First,10.5,1796.0,157.7,5.0,Mercedes-Benz,E-Class
5875,Ahmedabad,2019,4000,Diesel,Automatic,First,0.0,1950.0,194.0,5.0,Mercedes-Benz,C-Class
5877,Delhi,2011,57000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,Audi,A4
5878,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
5879,Jaipur,2014,70000,Diesel,Manual,Second,13.5,2477.0,175.56,7.0,Mitsubishi,Pajero
5880,Coimbatore,2012,92469,Diesel,Automatic,Second,19.71,2143.0,201.15,5.0,Mercedes-Benz,New
5882,Ahmedabad,2017,20000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,Maruti,Alto
5883,Delhi,2015,42000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,Hyundai,i20
5884,Kolkata,2014,28000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
5885,Pune,2010,93000,Petrol,Automatic,Second,11.8,3498.0,272.0,7.0,Mercedes-Benz,R-Class
5886,Mumbai,2015,23000,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,Ford,EcoSport
5887,Bangalore,2016,36000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,Honda,City
5888,Chennai,2014,52000,Petrol,Manual,First,20.92,998.0,67.1,5.0,Maruti,Alto
5889,Hyderabad,2015,59245,Diesel,Manual,First,20.77,1248.0,88.8,7.0,Maruti,Ertiga
5890,Pune,2018,31000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20
5891,Pune,2015,83000,Petrol,Manual,First,15.64,1193.0,64.08,5.0,Tata,Indigo
5892,Hyderabad,2004,81500,Petrol,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto
5893,Chennai,2008,51000,Petrol,Manual,Second,19.5,1061.0,121.3,5.0,Maruti,Estilo
5894,Hyderabad,2018,9900,Petrol,Manual,First,15.8,1591.0,121.3,5.0,Hyundai,Creta
5895,Pune,2004,94000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon
5896,Kochi,2017,27100,Petrol,Manual,First,16.78,1496.0,88.73,5.0,Toyota,Etios
5897,Kolkata,2015,12000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,Toyota,Etios
5898,Mumbai,2013,29000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster
5899,Mumbai,2013,65000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,Maruti,Swift
5900,Coimbatore,2017,50794,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,Mercedes-Benz,GLC
5901,Mumbai,2014,59000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
5903,Hyderabad,2017,15234,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,Maruti,Ciaz
5904,Mumbai,2015,44000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
5905,Hyderabad,2016,125000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,Tata,Zest
5906,Chennai,2011,100000,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,Ford,Endeavour
5907,Coimbatore,2017,34686,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,Renault,Duster
5908,Pune,2011,98000,Diesel,Manual,First,14.42,1995.0,147.6,5.0,Nissan,X-Trail
5909,Delhi,2015,90000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner
5910,Pune,2007,81000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,Chevrolet,Aveo
5911,Chennai,2012,55000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,Skoda,Rapid
5912,Bangalore,2013,52910,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,Mahindra,XUV500
5913,Chennai,2010,100000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
5914,Hyderabad,2003,132000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,Skoda,Octavia
5915,Mumbai,2014,18000,Petrol,Manual,First,13.7,1399.0,98.82,7.0,Chevrolet,Enjoy
5916,Kolkata,2005,50000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,Hyundai,Accent
5917,Bangalore,2012,33000,Petrol,Automatic,First,14.74,1991.0,184.0,5.0,Mercedes-Benz,New
5918,Pune,2014,30000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,Renault,Duster
5919,Hyderabad,2015,8000,Petrol,Automatic,First,12.5,5000.0,488.1,2.0,Jaguar,F
5920,Kochi,2012,58646,Diesel,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna
5921,Mumbai,2016,21000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,Mercedes-Benz,E-Class
5922,Kochi,2015,57026,Petrol,Manual,First,15.04,1598.0,103.6,5.0,Volkswagen,Vento
5923,Mumbai,2017,42000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,Skoda,Superb
5924,Kochi,2017,26741,Diesel,Manual,First,15.4,1997.0,120.0,7.0,Mahindra,Scorpio
5925,Pune,2010,85000,Petrol,Manual,First,17.5,1798.0,37.0,5.0,Skoda,Laura
5926,Pune,2000,78000,Petrol,Manual,First,16.1,796.0,37.0,4.0,Maruti,800
5927,Coimbatore,2018,29091,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,Audi,Q5
5928,Coimbatore,2018,37323,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,Mahindra,NuvoSport
5929,Chennai,2011,55595,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,Volkswagen,Vento
5930,Chennai,2015,49900,Petrol,Manual,First,20.85,1197.0,83.14,5.0,Maruti,Swift
5931,Mumbai,2012,52500,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,Maruti,Ertiga
5932,Chennai,2016,5700,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto
5933,Kochi,2014,53340,Diesel,Manual,First,21.9,1396.0,88.76,5.0,Hyundai,i20
5934,Kolkata,2014,57000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
5936,Bangalore,2014,58000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,Volkswagen,Vento
5937,Bangalore,2011,73000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,Mahindra,Scorpio
5938,Kochi,2016,33554,Diesel,Manual,First,25.83,1498.0,99.0,5.0,Ford,Figo
5939,Mumbai,2012,106000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,Toyota,Innova
5940,Pune,2018,27000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,Maruti,Dzire
5941,Pune,2018,1000,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
5942,Jaipur,2011,119000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,Ford,Endeavour
5943,Chennai,2002,75000,Diesel,Manual,First,0.0,2112.0,123.24,6.0,Mahindra,Jeep
5944,Delhi,2015,64000,Petrol,Manual,First,18.88,999.0,123.24,5.0,Ford,EcoSport
5945,Hyderabad,2016,63738,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
5946,Bangalore,2016,16000,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,BMW,5
5947,Mumbai,2017,28000,Petrol,Automatic,First,18.69,1462.0,103.0,7.0,Maruti,Ertiga
5948,Hyderabad,2007,91000,Diesel,Automatic,Second,15.6,1896.0,106.0,5.0,Skoda,Laura
5949,Kolkata,2013,25000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,Chevrolet,Beat
5950,Bangalore,2014,65630,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,Audi,Q3
5951,Pune,2014,48094,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
5952,Pune,2009,90456,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,Maruti,Swift
5953,Jaipur,2012,140000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,Ford,Figo
5954,Chennai,2015,95000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner
5955,Pune,2013,79000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,Mercedes-Benz,New
5956,Chennai,2012,96000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,Toyota,Innova
5957,Coimbatore,2004,186679,Petrol,Manual,Second,13.0,1493.0,100.0,5.0,Honda,City
5958,Jaipur,2015,91000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
5959,Delhi,2010,109703,Petrol,Automatic,Second,14.28,1798.0,138.03,5.0,Toyota,Corolla
5960,Hyderabad,2012,110000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,Tata,Indica
5961,Mumbai,2012,35000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
5962,Kolkata,2010,47722,Diesel,Manual,First,21.1,1248.0,73.9,5.0,Maruti,Ritz
5963,Mumbai,2013,25000,Petrol,Automatic,First,14.74,1991.0,181.04,5.0,Mercedes-Benz,New
5964,Mumbai,2018,8000,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,Hyundai,Verna
5965,Hyderabad,2012,65000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,Mercedes-Benz,New
5966,Hyderabad,2018,1048,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
5967,Bangalore,2014,42000,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,Maruti,Ertiga
5968,Hyderabad,2013,55000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,Skoda,Rapid
5969,Delhi,2010,72000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
5970,Kochi,2018,17773,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,Mercedes-Benz,GLA
5971,Hyderabad,2013,65000,Diesel,Manual,Second,20.14,1498.0,88.0,5.0,Volkswagen,Polo
5972,Mumbai,2008,65000,Petrol,Manual,Second,0.0,1086.0,62.0,5.0,Hyundai,Santro
5973,Kolkata,2013,53280,Diesel,Manual,First,22.32,1582.0,126.3,5.0,Hyundai,Verna
5974,Ahmedabad,2016,34005,Petrol,Manual,First,17.0,1198.0,73.75,5.0,Volkswagen,Ameo
5975,Coimbatore,2017,14618,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
5976,Delhi,2006,65771,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,Maruti,Wagon
5977,Pune,2006,78000,Petrol,Manual,Second,13.5,1405.0,60.0,5.0,Tata,Indica
5978,Hyderabad,2016,105545,Diesel,Manual,First,14.0,2498.0,112.0,7.0,Mahindra,Xylo
5979,Jaipur,2017,25000,Diesel,Manual,First,12.4,2499.0,134.0,5.0,ISUZU,D-MAX
5980,Pune,2010,80561,Petrol,Manual,First,18.5,1197.0,80.0,5.0,Hyundai,i20
5981,Mumbai,2017,6000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
5982,Jaipur,2016,39000,Diesel,Automatic,First,17.6,2179.0,153.86,7.0,Tata,Hexa
5983,Kolkata,2011,55001,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
5984,Mumbai,2012,63720,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,Mercedes-Benz,New
5985,Delhi,2013,70000,Diesel,Manual,First,23.59,1364.0,83.0,5.0,Toyota,Etios
5986,Jaipur,2005,100000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,Hyundai,Getz
5987,Kochi,2017,15386,Petrol,Manual,First,23.84,1199.0,84.0,5.0,Tata,Tiago
5988,Mumbai,2013,102486,Diesel,Manual,First,19.87,1461.0,83.8,5.0,Renault,Duster
5989,Coimbatore,2013,58629,Diesel,Automatic,Second,18.25,1968.0,187.74,5.0,Audi,A4
5990,Pune,2008,86000,Diesel,Manual,Third,13.93,2179.0,138.0,7.0,Tata,New
5991,Hyderabad,2012,68238,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
5992,Mumbai,2011,42036,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,Skoda,Superb
5993,Mumbai,2014,55619,Petrol,Manual,First,16.3,1797.0,147.5,5.0,Hyundai,Elantra
5994,Pune,2009,60000,Petrol,Manual,Third,17.0,1497.0,118.0,5.0,Honda,City
5995,Pune,2015,30000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,Renault,Duster
5996,Kochi,2016,31150,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,Jaguar,XF
5998,Pune,2010,70290,Petrol,Manual,Second,17.24,1198.0,73.9,5.0,Volkswagen,Polo
5999,Chennai,2016,10000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,Tata,Bolt
6000,Bangalore,2014,68010,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,Hyundai,i20
6001,Kochi,2013,91903,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
6002,Mumbai,2011,38000,Petrol,Manual,First,16.09,1598.0,103.5,5.0,Volkswagen,Vento
6003,Bangalore,2015,67600,Petrol,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio
6004,Coimbatore,2007,66800,Petrol,Manual,First,15.3,1341.0,83.0,5.0,Hyundai,Getz
6005,Pune,2016,37208,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
6006,Mumbai,2009,102002,Diesel,Automatic,First,8.7,2987.0,224.34,5.0,Mercedes-Benz,M-Class
6007,Delhi,2011,68000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
6008,Hyderabad,2013,40000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,Porsche,Panamera
6009,Mumbai,2015,33500,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,Toyota,Camry
6010,Delhi,2013,33746,Petrol,Manual,First,18.5,1198.0,86.8,5.0,Honda,Brio
6011,Hyderabad,2009,53000,Petrol,Automatic,First,0.0,3597.0,262.6,5.0,Skoda,Superb
6012,Coimbatore,2011,45004,Diesel,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova
6013,Coimbatore,2015,70602,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
6014,Delhi,2014,27365,Diesel,Manual,First,28.4,1248.0,74.0,5.0,Maruti,Swift
6015,Jaipur,2015,100000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent
6016,Jaipur,2012,55000,Diesel,Manual,Second,14.0,2498.0,112.0,8.0,Mahindra,Xylo
6017,Kolkata,2013,46000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
6018,Hyderabad,2011,47000,Diesel,Manual,First,25.44,936.0,57.6,5.0,Chevrolet,Beat
6020,Coimbatore,2013,54493,Petrol,Manual,Second,24.7,796.0,47.3,5.0,Maruti,Alto
6021,Mumbai,2017,34000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,Toyota,Innova
6022,Hyderabad,2012,139000,Diesel,Manual,First,23.59,1364.0,82.85,5.0,Toyota,Etios
6023,Mumbai,2014,29000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,Hyundai,i20
6024,Coimbatore,2016,85609,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,Mahindra,XUV500
6025,Pune,2015,59000,Diesel,Automatic,First,12.55,2982.0,168.7,7.0,Toyota,Fortuner
6026,Jaipur,2013,65000,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
6027,Mumbai,2011,66000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City
6028,Coimbatore,2015,54684,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
6029,Mumbai,2012,78000,Diesel,Automatic,Second,12.8,1968.0,167.6,5.0,Audi,Q5
6030,Jaipur,2016,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
6031,Chennai,2007,90000,Petrol,Manual,Third,13.4,1794.0,125.0,5.0,Toyota,Corolla
6032,Coimbatore,2008,87628,Diesel,Manual,First,17.8,1248.0,75.0,5.0,Maruti,Swift
6033,Mumbai,2014,45000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,Nissan,Terrano
6034,Coimbatore,2013,30788,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,BMW,X1
6035,Hyderabad,2015,39524,Diesel,Automatic,First,19.59,1995.0,184.0,5.0,BMW,3
6036,Chennai,2009,140000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,Ford,Ikon
6037,Kochi,2019,15409,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,Maruti,Swift
6038,Jaipur,2015,36502,Petrol,Manual,First,17.5,1298.0,85.8,5.0,Maruti,Swift
6039,Pune,2016,200000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz
6040,Delhi,2010,70000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,Nissan,Micra
6041,Kochi,2017,36701,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto
6042,Bangalore,2009,72000,Petrol,Manual,Second,17.5,1616.5734702372692,132.0,5.0,Skoda,Laura
6043,Bangalore,2011,40000,Petrol,Manual,Second,15.5,1799.0,132.0,5.0,Honda,Civic
6044,Pune,2005,47000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,Ford,Ikon
6045,Pune,2006,93500,Petrol,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto
6046,Pune,2015,52000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,Honda,Jazz
6047,Delhi,2015,55429,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,Skoda,Rapid
6048,Mumbai,2011,133000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,Hyundai,i20
6049,Chennai,2014,70000,Diesel,Manual,Second,23.59,1364.0,67.06,5.0,Toyota,Etios
6050,Pune,2014,68000,Diesel,Manual,First,15.11,1598.0,103.6,5.0,Volkswagen,Polo
6051,Pune,2010,71000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,Hyundai,i10
6052,Chennai,2012,121000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,Mitsubishi,Pajero
6053,Kolkata,2015,107000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
6054,Chennai,2015,51000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,Maruti,Swift
6055,Mumbai,2017,13500,Petrol,Automatic,First,14.84,1598.0,103.52,5.0,Skoda,Rapid
6056,Bangalore,2016,13000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,Hyundai,Creta
6057,Pune,2010,81000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
6058,Mumbai,2012,66889,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,BMW,5
